"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2015年1月14日","9,834.5","9,786.0","9,969.5","9,766.0","176.53K","-1.09%"
"2015年1月13日","9,942.5","9,787.5","9,986.0","9,756.5","145.06K","1.59%"
"2015年1月12日","9,786.5","9,661.5","9,823.0","9,625.0","131.41K","1.70%"
"2015年1月9日","9,623.0","9,815.5","9,868.0","9,602.5","140.83K","-2.30%"
"2015年1月8日","9,850.0","9,658.0","9,863.0","9,613.0","132.71K","3.66%"
"2015年1月7日","9,502.5","9,510.0","9,611.5","9,463.0","116.84K","0.12%"
"2015年1月6日","9,491.5","9,475.0","9,631.5","9,383.5","149.31K","0.15%"
"2015年1月5日","9,477.5","9,726.5","9,796.0","9,450.5","142.92K","-2.98%"
"2015年1月2日","9,768.5","9,797.5","9,891.0","9,692.5","78.83K","0.42%"
"2015年1月1日","9,727.7","9,801.3","9,804.3","9,711.0","-","-0.75%"
"2014年12月31日","9,801.3","9,801.3","9,801.3","9,801.3","-","-0.43%"
"2014年12月30日","9,843.5","9,930.5","9,932.5","9,774.5","49.76K","-1.01%"
"2014年12月29日","9,943.5","9,948.5","9,958.5","9,791.5","75.82K","0.17%"
"2014年12月24日","9,927.1","9,927.1","9,927.1","9,927.1","-","-0.03%"
"2014年12月23日","9,930.0","9,928.5","9,949.0","9,865.0","62.29K","0.41%"
"2014年12月22日","9,889.0","9,819.0","9,947.0","9,817.0","78.28K","1.41%"
"2014年12月19日","9,751.9","9,910.0","9,922.5","9,726.5","15.60K","-0.45%"
"2014年12月18日","9,796.0","9,674.5","9,862.0","9,651.5","158.33K","2.32%"
"2014年12月17日","9,573.5","9,441.0","9,673.0","9,428.0","195.88K","0.09%"
"2014年12月16日","9,564.5","9,363.5","9,577.5","9,216.5","327.48K","2.41%"
"2014年12月15日","9,339.5","9,570.5","9,682.0","9,298.0","207.88K","-2.61%"
"2014年12月12日","9,589.5","9,770.0","9,801.5","9,544.5","163.72K","-2.89%"
"2014年12月11日","9,875.0","9,773.0","9,911.0","9,763.5","140.50K","0.62%"
"2014年12月10日","9,814.5","9,885.0","9,914.0","9,735.0","132.00K","-0.05%"
"2014年12月9日","9,819.0","9,957.0","9,957.0","9,787.5","147.81K","-2.07%"
"2014年12月8日","10,027.0","10,089.5","10,093.0","9,952.0","87.15K","-0.64%"
"2014年12月5日","10,092.0","9,905.0","10,099.5","9,905.0","110.80K","2.42%"
"2014年12月4日","9,854.0","10,016.5","10,127.0","9,836.5","154.79K","-1.30%"
"2014年12月3日","9,984.0","9,963.0","10,000.0","9,932.5","78.20K","0.43%"
"2014年12月2日","9,941.5","9,983.0","10,043.0","9,911.5","120.43K","-0.18%"
"2014年12月1日","9,959.5","9,927.0","9,984.0","9,897.5","103.91K","-0.15%"
"2014年11月28日","9,974.5","9,972.0","10,000.0","9,903.5","81.05K","0.06%"
"2014年11月27日","9,969.0","9,951.5","9,997.5","9,922.0","65.15K","0.50%"
"2014年11月26日","9,919.0","9,899.0","9,947.5","9,866.5","94.67K","0.74%"
"2014年11月25日","9,846.5","9,820.0","9,925.0","9,785.0","107.96K","0.63%"
"2014年11月24日","9,785.0","9,710.0","9,833.5","9,706.5","105.91K","0.54%"
"2014年11月21日","9,732.0","9,509.5","9,737.5","9,507.0","162.09K","2.59%"
"2014年11月20日","9,486.5","9,466.0","9,490.5","9,377.5","104.23K","0.26%"
"2014年11月19日","9,462.0","9,465.5","9,523.5","9,436.0","107.49K","0.08%"
"2014年11月18日","9,454.5","9,323.5","9,489.5","9,313.0","107.66K","1.60%"
"2014年11月17日","9,305.5","9,173.0","9,333.0","9,125.0","108.26K","0.68%"
"2014年11月14日","9,243.0","9,260.0","9,290.0","9,182.0","106.84K","-0.11%"
"2014年11月13日","9,253.0","9,277.0","9,311.0","9,166.5","132.81K","0.53%"
"2014年11月12日","9,204.5","9,352.0","9,359.0","9,187.0","127.95K","-1.72%"
"2014年11月11日","9,365.5","9,360.0","9,400.0","9,322.0","79.30K","0.26%"
"2014年11月10日","9,341.5","9,301.0","9,352.5","9,221.0","99.06K","0.53%"
"2014年11月7日","9,292.0","9,439.5","9,449.0","9,237.5","132.57K","-0.93%"
"2014年11月6日","9,379.0","9,282.0","9,469.0","9,266.5","153.44K","0.74%"
"2014年11月5日","9,310.5","9,259.5","9,331.5","9,222.5","116.03K","1.49%"
"2014年11月4日","9,174.0","9,260.0","9,319.5","9,147.5","128.95K","-0.86%"
"2014年11月3日","9,254.0","9,309.0","9,344.0","9,234.0","108.11K","-0.59%"
"2014年10月31日","9,309.0","9,307.0","9,344.0","9,217.0","145.17K","2.23%"
"2014年10月30日","9,106.0","9,104.5","9,160.0","8,898.0","159.48K","0.35%"
"2014年10月29日","9,074.5","9,097.5","9,160.0","9,029.0","102.42K","0.03%"
"2014年10月28日","9,071.5","8,953.0","9,119.0","8,950.0","109.65K","1.86%"
"2014年10月27日","8,905.5","9,033.0","9,096.0","8,835.0","142.90K","-0.98%"
"2014年10月24日","8,994.0","8,995.5","9,044.0","8,953.5","100.49K","-0.59%"
"2014年10月23日","9,047.5","8,876.5","9,074.0","8,817.0","141.41K","1.37%"
"2014年10月22日","8,925.5","8,948.0","8,962.5","8,840.0","118.58K","0.43%"
"2014年10月21日","8,887.5","8,728.0","8,945.0","8,641.5","142.64K","1.90%"
"2014年10月20日","8,721.5","8,870.0","8,885.0","8,681.0","133.37K","-1.37%"
"2014年10月17日","8,843.0","8,580.5","8,857.5","8,563.0","184.76K","2.76%"
"2014年10月16日","8,605.5","8,626.0","8,665.0","8,350.0","265.36K","0.36%"
"2014年10月15日","8,575.0","8,828.0","8,856.5","8,477.0","242.40K","-2.99%"
"2014年10月14日","8,839.5","8,769.5","8,860.0","8,700.5","169.00K","0.35%"
"2014年10月13日","8,808.5","8,700.0","8,874.5","8,682.0","151.36K","-0.01%"
"2014年10月10日","8,809.5","8,922.0","8,961.5","8,765.5","214.12K","-2.35%"
"2014年10月9日","9,021.5","9,105.0","9,143.5","8,890.5","205.64K","0.08%"
"2014年10月8日","9,014.0","9,018.5","9,127.0","8,960.0","164.12K","-0.79%"
"2014年10月7日","9,086.0","9,170.0","9,182.0","9,010.0","149.69K","-1.16%"
"2014年10月6日","9,192.5","9,337.0","9,352.5","9,146.5","121.09K","-1.01%"
"2014年10月3日","9,286.5","9,234.3","9,308.0","9,232.9","-","0.76%"
"2014年10月2日","9,216.0","9,367.0","9,416.0","9,166.0","177.50K","-1.88%"
"2014年10月1日","9,393.0","9,435.0","9,523.5","9,329.5","135.51K","-1.03%"
"2014年9月30日","9,490.5","9,435.0","9,499.5","9,405.5","128.29K","0.62%"
"2014年9月29日","9,432.0","9,514.5","9,515.0","9,371.0","120.06K","-0.64%"
"2014年9月26日","9,493.0","9,502.0","9,551.5","9,456.0","116.64K","-0.19%"
"2014年9月25日","9,511.5","9,678.0","9,725.0","9,470.5","142.79K","-1.66%"
"2014年9月24日","9,672.5","9,590.5","9,687.5","9,536.5","109.74K","0.82%"
"2014年9月23日","9,594.0","9,744.5","9,750.0","9,572.5","128.21K","-1.64%"
"2014年9月22日","9,753.5","9,762.5","9,817.0","9,723.5","83.21K","-0.76%"
"2014年9月19日","9,828.2","9,849.0","9,893.0","9,839.0","20.67K","0.43%"
"2014年9月18日","9,786.5","9,699.0","9,797.5","9,682.5","118.51K","1.20%"
"2014年9月17日","9,670.0","9,675.0","9,719.0","9,649.0","133.62K","0.44%"
"2014年9月16日","9,628.0","9,660.5","9,677.0","9,587.0","161.38K","-0.35%"
"2014年9月15日","9,661.5","9,600.0","9,686.0","9,586.5","103.22K","0.12%"
"2014年9月12日","9,649.5","9,711.5","9,721.5","9,617.0","90.45K","-0.35%"
"2014年9月11日","9,683.5","9,724.0","9,737.5","9,628.0","113.92K","-0.23%"
"2014年9月10日","9,705.5","9,675.5","9,747.0","9,636.0","104.81K","-0.06%"
"2014年9月9日","9,711.5","9,726.0","9,771.0","9,675.0","101.53K","-0.42%"
"2014年9月8日","9,752.0","9,784.5","9,784.5","9,713.5","81.89K","0.02%"
"2014年9月5日","9,750.5","9,702.5","9,790.0","9,688.5","129.68K","0.24%"
"2014年9月4日","9,727.0","9,613.5","9,736.5","9,537.5","173.22K","1.13%"
"2014年9月3日","9,618.0","9,516.5","9,685.5","9,516.0","145.60K","1.18%"
"2014年9月2日","9,505.5","9,496.0","9,580.5","9,467.0","92.00K","0.37%"
"2014年9月1日","9,470.5","9,482.5","9,510.0","9,423.5","46.05K","0.32%"
"2014年8月29日","9,440.5","9,490.0","9,518.0","9,368.0","95.54K","-0.13%"
"2014年8月28日","9,453.0","9,564.0","9,568.0","9,414.5","122.26K","-1.22%"
"2014年8月27日","9,570.0","9,587.0","9,601.0","9,545.0","65.28K","-0.22%"
"2014年8月26日","9,591.5","9,462.0","9,593.0","9,443.0","88.57K","0.98%"
"2014年8月25日","9,498.5","9,403.0","9,515.5","9,402.5","68.79K","1.62%"
"2014年8月22日","9,347.5","9,388.5","9,415.5","9,288.0","102.15K","-0.49%"
"2014年8月21日","9,394.0","9,343.5","9,407.5","9,276.5","85.53K","0.85%"
"2014年8月20日","9,314.5","9,327.5","9,342.0","9,245.5","84.13K","-0.25%"
"2014年8月19日","9,338.0","9,271.5","9,353.0","9,268.0","70.97K","0.89%"
"2014年8月18日","9,256.0","9,222.0","9,270.0","9,191.5","78.83K","2.01%"
"2014年8月15日","9,074.0","9,244.5","9,326.0","9,042.5","134.18K","-1.67%"
"2014年8月14日","9,228.5","9,210.5","9,266.0","9,141.0","96.33K","0.20%"
"2014年8月13日","9,210.0","9,099.0","9,215.5","9,099.0","91.96K","1.54%"
"2014年8月12日","9,070.5","9,173.0","9,182.0","9,047.0","100.63K","-1.26%"
"2014年8月11日","9,186.5","9,102.0","9,201.0","9,087.0","100.28K","1.91%"
"2014年8月8日","9,014.5","8,950.0","9,101.5","8,903.0","155.28K","-0.29%"
"2014年8月7日","9,041.0","9,136.0","9,172.5","8,975.0","165.99K","-0.95%"
"2014年8月6日","9,127.5","9,114.0","9,168.5","9,031.0","143.39K","-0.70%"
"2014年8月5日","9,192.0","9,175.0","9,239.5","9,080.5","127.82K","0.32%"
"2014年8月4日","9,163.0","9,226.5","9,263.0","9,130.5","133.63K","-0.54%"
"2014年8月1日","9,212.5","9,396.0","9,409.5","9,152.5","167.75K","-2.19%"
"2014年7月31日","9,418.5","9,599.0","9,607.5","9,367.5","162.47K","-1.88%"
"2014年7月30日","9,598.5","9,645.0","9,710.0","9,574.5","104.26K","-0.60%"
"2014年7月29日","9,656.5","9,622.0","9,697.0","9,575.5","95.78K","0.63%"
"2014年7月28日","9,596.0","9,650.5","9,677.5","9,529.0","97.14K","-0.45%"
"2014年7月25日","9,639.0","9,780.0","9,798.0","9,622.0","99.42K","-1.61%"
"2014年7月24日","9,796.5","9,755.0","9,819.0","9,675.5","92.14K","0.36%"
"2014年7月23日","9,761.5","9,700.0","9,806.0","9,696.0","75.42K","0.27%"
"2014年7月22日","9,735.0","9,664.0","9,744.0","9,648.5","86.66K","1.14%"
"2014年7月21日","9,625.0","9,729.0","9,734.0","9,595.0","99.55K","-0.86%"
"2014年7月18日","9,708.5","9,702.0","9,751.5","9,653.0","100.61K","-0.45%"
"2014年7月17日","9,752.0","9,839.0","9,853.0","9,686.0","123.57K","-1.09%"
"2014年7月16日","9,859.0","9,737.0","9,877.0","9,735.0","88.41K","1.16%"
"2014年7月15日","9,746.0","9,769.5","9,793.0","9,690.0","99.48K","-0.46%"
"2014年7月14日","9,791.0","9,709.0","9,799.0","9,694.0","68.18K","1.46%"
"2014年7月11日","9,650.5","9,690.0","9,712.0","9,626.0","85.18K","-0.18%"
"2014年7月10日","9,667.5","9,825.5","9,826.0","9,620.5","140.13K","-1.52%"
"2014年7月9日","9,816.5","9,794.5","9,834.5","9,755.5","83.03K","0.34%"
"2014年7月8日","9,783.0","9,929.0","9,934.0","9,751.0","112.64K","-1.37%"
"2014年7月7日","9,918.5","10,014.0","10,020.5","9,903.0","73.68K","-0.97%"
"2014年7月4日","10,015.5","10,034.0","10,043.0","10,012.0","26.12K","-0.20%"
"2014年7月3日","10,036.0","9,930.0","10,044.0","9,912.5","87.91K","1.15%"
"2014年7月2日","9,922.0","9,908.5","9,944.0","9,896.0","63.01K","0.21%"
"2014年7月1日","9,901.0","9,860.0","9,935.0","9,840.5","71.28K","0.42%"
"2014年6月30日","9,859.5","9,848.0","9,898.0","9,805.5","85.27K","0.35%"
"2014年6月27日","9,825.0","9,827.0","9,855.0","9,796.5","62.29K","0.21%"
"2014年6月26日","9,804.5","9,897.0","9,914.0","9,756.5","95.95K","-0.82%"
"2014年6月25日","9,886.0","9,899.0","9,923.0","9,842.0","91.00K","-0.68%"
"2014年6月24日","9,954.0","9,935.0","9,959.0","9,901.0","68.72K","0.22%"
"2014年6月23日","9,932.5","10,012.5","10,020.5","9,881.0","89.71K","-0.85%"
"2014年6月20日","10,018.1","9,994.0","10,049.0","9,990.0","12.29K","0.13%"
"2014年6月19日","10,005.0","10,006.0","10,024.0","9,992.5","84.77K","0.70%"
"2014年6月18日","9,935.5","9,945.0","10,007.0","9,921.0","136.35K","0.15%"
"2014年6月17日","9,921.0","9,920.0","9,986.0","9,859.0","160.52K","0.20%"
"2014年6月16日","9,901.0","9,885.0","9,927.5","9,872.5","98.70K","-0.20%"
"2014年6月13日","9,921.0","9,942.0","9,947.5","9,828.0","108.85K","-0.23%"
"2014年6月12日","9,943.5","9,960.0","9,973.0","9,895.0","81.50K","-0.02%"
"2014年6月11日","9,945.5","10,020.0","10,024.5","9,920.0","91.44K","-0.77%"
"2014年6月10日","10,022.5","9,999.5","10,038.0","9,987.5","64.63K","0.16%"
"2014年6月9日","10,006.0","10,008.0","10,022.5","9,985.0","40.24K","0.24%"
"2014年6月6日","9,982.0","9,976.0","10,010.0","9,942.5","81.73K","0.34%"
"2014年6月5日","9,948.5","9,934.0","10,017.0","9,896.0","135.23K","0.19%"
"2014年6月4日","9,929.5","9,899.0","9,942.5","9,868.0","73.79K","0.05%"
"2014年6月3日","9,924.5","9,954.0","9,961.5","9,887.0","66.14K","-0.36%"
"2014年6月2日","9,960.5","9,972.0","9,993.0","9,907.5","62.28K","0.22%"
"2014年5月30日","9,939.0","9,943.0","9,978.0","9,925.0","67.34K","0.00%"
"2014年5月29日","9,939.0","9,939.5","9,963.5","9,920.5","41.16K","0.10%"
"2014年5月28日","9,929.5","9,963.5","9,974.0","9,900.5","74.06K","-0.12%"
"2014年5月27日","9,941.5","9,885.0","9,955.0","9,882.0","75.41K","0.44%"
"2014年5月26日","9,897.5","9,795.0","9,899.5","9,785.5","43.31K","1.37%"
"2014年5月23日","9,764.0","9,734.0","9,783.0","9,707.5","59.56K","0.32%"
"2014年5月22日","9,732.5","9,745.0","9,745.0","9,692.0","71.08K","0.39%"
"2014年5月21日","9,694.5","9,629.0","9,715.5","9,586.0","89.83K","0.50%"
"2014年5月20日","9,646.5","9,666.5","9,693.5","9,594.0","83.75K","-0.24%"
"2014年5月19日","9,670.0","9,632.5","9,684.5","9,536.5","97.72K","0.55%"
"2014年5月16日","9,617.5","9,678.5","9,690.0","9,582.0","114.47K","-0.40%"
"2014年5月15日","9,656.0","9,747.0","9,822.5","9,636.0","137.66K","-1.12%"
"2014年5月14日","9,765.0","9,779.5","9,787.5","9,728.0","81.85K","0.00%"
"2014年5月13日","9,765.0","9,741.5","9,794.5","9,739.0","94.62K","0.61%"
"2014年5月12日","9,705.5","9,632.0","9,737.0","9,593.0","95.69K","1.18%"
"2014年5月9日","9,592.5","9,580.0","9,626.0","9,565.0","86.40K","-0.19%"
"2014年5月8日","9,610.5","9,559.0","9,633.0","9,493.5","120.55K","0.90%"
"2014年5月7日","9,525.0","9,431.0","9,564.0","9,401.5","140.24K","0.52%"
"2014年5月6日","9,475.5","9,583.5","9,595.0","9,443.0","99.99K","-0.63%"
"2014年5月5日","9,536.0","9,564.5","9,564.5","9,415.0","76.79K","-0.13%"
"2014年5月2日","9,548.5","9,644.0","9,650.0","9,542.5","91.64K","-0.94%"
"2014年5月1日","9,638.7","9,642.9","9,652.5","9,603.5","-","0.23%"
"2014年4月30日","9,617.0","9,586.0","9,638.5","9,572.5","86.38K","0.12%"
"2014年4月29日","9,605.0","9,509.5","9,630.5","9,495.0","109.36K","1.61%"
"2014年4月28日","9,452.5","9,431.0","9,514.0","9,388.0","103.76K","0.35%"
"2014年4月25日","9,420.0","9,535.0","9,536.0","9,382.0","114.79K","-1.36%"
"2014年4月24日","9,550.0","9,613.0","9,665.0","9,423.0","123.46K","-0.18%"
"2014年4月23日","9,567.0","9,626.0","9,634.0","9,555.5","74.18K","-0.53%"
"2014年4月22日","9,618.0","9,471.5","9,630.5","9,453.0","85.46K","1.34%"
"2014年4月21日","9,491.1","9,485.0","9,500.5","9,463.9","-","0.66%"
"2014年4月17日","9,429.0","9,328.5","9,484.5","9,292.0","94.17K","1.04%"
"2014年4月16日","9,332.0","9,272.0","9,371.0","9,236.5","111.14K","1.58%"
"2014年4月15日","9,187.0","9,359.0","9,363.0","9,102.5","171.61K","-1.73%"
"2014年4月14日","9,349.0","9,275.0","9,363.5","9,212.5","111.63K","0.27%"
"2014年4月11日","9,323.5","9,371.5","9,408.0","9,276.5","140.07K","-1.49%"
"2014年4月10日","9,464.5","9,557.0","9,601.0","9,352.0","145.85K","-0.61%"
"2014年4月9日","9,522.5","9,502.5","9,573.0","9,498.0","79.34K","0.22%"
"2014年4月8日","9,502.0","9,535.0","9,548.5","9,411.0","120.04K","-0.23%"
"2014年4月7日","9,524.0","9,629.0","9,642.0","9,470.5","131.72K","-1.88%"
"2014年4月4日","9,706.0","9,663.5","9,741.5","9,634.5","100.99K","0.63%"
"2014年4月3日","9,645.0","9,656.5","9,712.0","9,610.5","93.56K","-0.07%"
"2014年4月2日","9,651.5","9,656.0","9,667.0","9,626.5","66.32K","0.43%"
"2014年4月1日","9,610.0","9,608.5","9,652.5","9,594.0","70.77K","0.25%"
"2014年3月31日","9,586.5","9,642.0","9,655.0","9,562.0","89.06K","-0.17%"
"2014年3月28日","9,603.0","9,486.0","9,612.0","9,473.0","99.46K","1.39%"
"2014年3月27日","9,471.0","9,435.5","9,491.5","9,415.5","103.81K","0.13%"
"2014年3月26日","9,459.0","9,411.0","9,509.5","9,378.5","110.32K","1.23%"
"2014年3月25日","9,344.0","9,240.0","9,403.5","9,233.5","124.77K","1.52%"
"2014年3月24日","9,204.5","9,336.5","9,381.5","9,197.5","130.57K","-1.48%"
"2014年3月21日","9,343.1","9,306.5","9,358.0","9,288.0","5.42K","0.53%"
"2014年3月20日","9,293.5","9,195.0","9,303.0","9,155.0","101.28K","0.10%"
"2014年3月19日","9,284.0","9,255.5","9,328.5","9,169.5","94.44K","0.46%"
"2014年3月18日","9,241.5","9,189.0","9,317.5","9,103.0","149.36K","0.65%"
"2014年3月17日","9,182.0","9,072.0","9,199.5","9,053.0","123.45K","1.43%"
"2014年3月14日","9,052.5","8,941.0","9,095.5","8,909.5","162.87K","0.34%"
"2014年3月13日","9,022.0","9,220.5","9,229.0","8,928.0","162.45K","-1.96%"
"2014年3月12日","9,202.0","9,270.0","9,274.5","9,141.5","139.45K","-1.02%"
"2014年3月11日","9,297.0","9,291.0","9,377.5","9,256.5","106.72K","0.36%"
"2014年3月10日","9,264.0","9,353.0","9,384.5","9,215.0","115.09K","-1.00%"
"2014年3月7日","9,357.5","9,548.0","9,556.5","9,345.5","131.50K","-1.92%"
"2014年3月6日","9,541.0","9,568.0","9,590.0","9,502.5","84.91K","0.04%"
"2014年3月5日","9,537.0","9,557.0","9,603.0","9,524.5","78.91K","-0.53%"
"2014年3月4日","9,588.0","9,423.0","9,592.0","9,415.0","129.81K","2.25%"
"2014年3月3日","9,377.0","9,527.5","9,550.0","9,322.0","171.21K","-3.02%"
"2014年2月28日","9,669.0","9,619.5","9,698.0","9,566.0","105.14K","0.69%"
"2014年2月27日","9,603.0","9,656.5","9,676.5","9,493.0","130.90K","-0.78%"
"2014年2月26日","9,678.5","9,716.0","9,724.5","9,613.0","82.97K","-0.36%"
"2014年2月25日","9,713.0","9,700.0","9,716.0","9,631.0","90.36K","0.24%"
"2014年2月24日","9,690.0","9,629.5","9,737.5","9,604.5","90.43K","0.26%"
"2014年2月21日","9,664.5","9,647.5","9,671.5","9,600.0","90.38K","0.61%"
"2014年2月20日","9,606.0","9,570.0","9,627.5","9,504.5","117.46K","-0.52%"
"2014年2月19日","9,656.5","9,644.0","9,701.0","9,581.0","108.81K","-0.16%"
"2014年2月18日","9,671.5","9,676.5","9,698.5","9,615.5","93.00K","0.08%"
"2014年2月17日","9,664.0","9,656.0","9,687.0","9,647.0","37.80K","0.11%"
"2014年2月14日","9,653.5","9,614.0","9,681.5","9,595.5","91.14K","0.55%"
"2014年2月13日","9,600.5","9,512.0","9,643.5","9,482.0","104.87K","0.70%"
"2014年2月12日","9,533.5","9,512.0","9,600.0","9,495.5","104.24K","0.68%"
"2014年2月11日","9,469.0","9,328.0","9,521.0","9,327.5","116.96K","1.91%"
"2014年2月10日","9,291.5","9,349.0","9,351.5","9,282.5","86.62K","-0.13%"
"2014年2月7日","9,303.5","9,285.0","9,353.0","9,225.0","115.34K","0.57%"
"2014年2月6日","9,251.0","9,126.5","9,278.0","9,010.0","145.36K","1.36%"
"2014年2月5日","9,127.0","9,113.0","9,158.5","9,085.5","120.02K","-0.15%"
"2014年2月4日","9,141.0","9,120.0","9,173.0","9,074.5","151.19K","-0.58%"
"2014年2月3日","9,194.5","9,290.5","9,363.0","9,092.0","152.23K","-1.38%"
"2014年1月31日","9,323.5","9,380.0","9,385.0","9,167.0","152.42K","-0.38%"
"2014年1月30日","9,359.5","9,322.0","9,436.0","9,272.0","109.26K","0.11%"
"2014年1月29日","9,349.0","9,498.0","9,544.0","9,226.0","199.47K","-0.64%"
"2014年1月28日","9,409.5","9,360.0","9,469.0","9,352.5","132.48K","0.38%"
"2014年1月27日","9,373.5","9,344.0","9,413.5","9,291.0","160.55K","-0.15%"
"2014年1月24日","9,388.0","9,667.5","9,675.5","9,346.5","187.38K","-2.68%"
"2014年1月23日","9,646.5","9,711.0","9,737.5","9,603.0","115.78K","-0.84%"
"2014年1月22日","9,728.5","9,771.0","9,775.5","9,683.5","83.07K","-0.07%"
"2014年1月21日","9,735.5","9,752.5","9,802.5","9,720.0","87.50K","0.19%"
"2014年1月20日","9,717.0","9,723.5","9,742.0","9,679.0","47.13K","-0.34%"
"2014年1月17日","9,750.0","9,739.0","9,799.0","9,703.0","107.57K","0.25%"
"2014年1月16日","9,725.5","9,764.0","9,768.5","9,710.5","82.36K","-0.02%"
"2014年1月15日","9,727.5","9,583.0","9,781.0","9,573.5","121.60K","1.98%"
"2014年1月14日","9,538.5","9,443.0","9,581.5","9,386.5","113.90K","0.31%"
"2014年1月13日","9,509.0","9,496.5","9,526.0","9,432.5","79.39K","0.34%"
"2014年1月10日","9,476.5","9,477.0","9,539.0","9,448.0","93.05K","0.54%"
"2014年1月9日","9,425.5","9,492.0","9,557.5","9,410.0","105.48K","-0.68%"
"2014年1月8日","9,490.5","9,510.5","9,536.0","9,474.5","77.26K","-0.20%"
"2014年1月7日","9,509.5","9,447.0","9,527.0","9,424.0","77.80K","0.77%"
"2014年1月6日","9,437.0","9,434.0","9,478.5","9,407.0","73.02K","-0.06%"
"2014年1月3日","9,442.5","9,387.0","9,461.5","9,376.5","69.59K","0.25%"
"2014年1月2日","9,419.0","9,637.0","9,642.5","9,382.5","96.60K","-2.02%"
"2014年1月1日","9,613.5","9,613.5","9,613.5","9,613.5","-","0.08%"
"2013年12月30日","9,605.5","9,599.0","9,616.0","9,566.0","36.05K","0.15%"
"2013年12月27日","9,591.0","9,563.5","9,607.0","9,557.0","48.07K","0.85%"
"2013年12月26日","9,509.8","9,509.8","9,509.8","9,509.8","-","0.00%"
"2013年12月24日","9,509.8","9,509.8","9,509.8","9,509.8","-","0.19%"
"2013年12月23日","9,492.0","9,450.0","9,517.0","9,435.0","43.74K","1.29%"
"2013年12月20日","9,370.9","9,361.0","9,402.0","9,348.0","6.91K","0.50%"
"2013年12月19日","9,324.5","9,251.0","9,354.0","9,251.0","99.77K","1.56%"
"2013年12月18日","9,181.0","9,124.0","9,279.0","9,122.5","94.82K","0.88%"
"2013年12月17日","9,100.5","9,153.5","9,164.0","9,081.0","90.17K","-0.62%"
"2013年12月16日","9,157.5","8,995.0","9,189.5","8,985.5","125.91K","1.61%"
"2013年12月13日","9,012.5","9,029.5","9,048.0","8,990.5","81.67K","-0.05%"
"2013年12月12日","9,017.0","9,026.5","9,064.0","8,983.5","105.69K","-0.70%"
"2013年12月11日","9,080.5","9,112.5","9,155.5","9,036.0","89.34K","-0.54%"
"2013年12月10日","9,129.5","9,192.0","9,227.0","9,091.0","92.28K","-0.84%"
"2013年12月9日","9,206.5","9,219.0","9,229.0","9,172.5","68.18K","0.35%"
"2013年12月6日","9,174.0","9,110.5","9,216.5","9,085.5","99.21K","0.85%"
"2013年12月5日","9,096.5","9,120.0","9,175.5","9,076.5","100.20K","-0.50%"
"2013年12月4日","9,142.0","9,235.0","9,264.0","9,066.0","136.54K","-0.95%"
"2013年12月3日","9,230.0","9,385.0","9,407.0","9,204.0","141.85K","-1.89%"
"2013年12月2日","9,407.5","9,408.5","9,429.5","9,386.0","73.19K","-0.04%"
"2013年11月29日","9,411.0","9,384.5","9,428.0","9,382.0","51.12K","0.18%"
"2013年11月28日","9,394.0","9,358.0","9,404.0","9,356.5","44.41K","0.42%"
"2013年11月27日","9,354.5","9,313.5","9,368.0","9,298.5","73.16K","0.55%"
"2013年11月26日","9,303.0","9,299.0","9,319.5","9,290.0","68.96K","-0.03%"
"2013年11月25日","9,305.5","9,241.0","9,327.0","9,237.0","82.25K","0.95%"
"2013年11月22日","9,218.0","9,214.0","9,231.5","9,171.0","75.81K","0.15%"
"2013年11月21日","9,204.0","9,150.0","9,219.5","9,117.5","86.73K","0.02%"
"2013年11月20日","9,202.0","9,172.5","9,239.0","9,145.0","90.76K","0.03%"
"2013年11月19日","9,199.5","9,201.5","9,220.5","9,162.5","86.64K","-0.38%"
"2013年11月18日","9,235.0","9,165.0","9,257.0","9,140.0","100.24K","0.65%"
"2013年11月15日","9,175.0","9,154.0","9,192.0","9,136.0","79.55K","0.25%"
"2013年11月14日","9,152.0","9,123.0","9,157.5","9,103.5","94.26K","1.12%"
"2013年11月13日","9,051.0","9,052.5","9,111.0","8,983.0","113.51K","-0.36%"
"2013年11月12日","9,083.5","9,119.0","9,126.5","9,060.0","79.87K","-0.37%"
"2013年11月11日","9,117.5","9,087.0","9,125.5","9,066.0","66.39K","0.48%"
"2013年11月8日","9,073.5","9,030.5","9,100.0","8,990.0","118.60K","-0.13%"
"2013年11月7日","9,085.5","9,032.0","9,197.5","9,003.0","167.17K","0.51%"
"2013年11月6日","9,039.5","9,045.0","9,067.5","9,023.0","81.19K","0.37%"
"2013年11月5日","9,006.5","9,056.0","9,057.5","8,965.0","92.54K","-0.31%"
"2013年11月4日","9,034.5","9,038.0","9,059.5","9,020.0","57.61K","0.33%"
"2013年11月1日","9,005.0","9,036.0","9,050.0","8,993.5","82.79K","-0.30%"
"2013年10月31日","9,032.5","8,977.0","9,054.5","8,975.0","93.79K","0.23%"
"2013年10月30日","9,012.0","9,041.0","9,075.0","8,976.5","94.44K","-0.10%"
"2013年10月29日","9,021.0","8,990.0","9,042.5","8,963.5","71.87K","0.39%"
"2013年10月28日","8,986.0","9,023.5","9,032.0","8,952.5","69.03K","-0.03%"
"2013年10月25日","8,989.0","8,951.0","9,012.5","8,936.0","74.66K","0.14%"
"2013年10月24日","8,976.5","8,961.5","9,001.5","8,952.0","71.63K","0.71%"
